"job_id","job_role","industry","country","year","automation_risk_percent","ai_replacement_score","skill_gap_index","salary_before_usd","salary_after_usd","salary_change_percent","skill_demand_growth_percent","remote_feasibility_score","ai_adoption_level","education_requirement_level","automation_risk_category","skill_transition_pressure","wage_volatility_index","reskilling_urgency_score","ai_disruption_intensity","risk_tier","safe_zone_flag","salary_direction"
7246,"Customer Support Rep","Energy","USA",2022,"65.28","66.36","10.33","81314.39","90767.58","11.63","-8.63","88.01","81.04",2,"High","37.81","11.63","32.70","52.9029","Moderate","Transitional","Growing"
7247,"Customer Support Rep","Manufacturing","Germany",2025,"45.63","37.34","40.27","67773.51","74124.51","9.37","-15.41","12.74","37.08",1,"Medium","42.95","9.37","33.14","16.9196","Moderate","Transitional","Growing"
7248,"Financial Analyst","Manufacturing","Brazil",2022,"49.10","47.75","66.72","52335.82","49881.80","-4.69","-3.45","19.16","23.63",3,"Medium","57.91","4.69","41.06","11.6023","Moderate","Transitional","Declining"
7249,"Teacher","Finance","UK",2022,"16.08","15.45","71.15","64384.57","64429.22","0.07","4.40","72.27","39.13",4,"Low","43.62","0.07","27.80","6.2921","Low","Safe Zone","Growing"
7250,"Financial Analyst","Technology","Canada",2023,"30.79","30.67","10.12","107271.15","117041.77","9.11","15.38","39.58","84.27",2,"Medium","20.46","9.11","18.09","25.9467","Low","Safe Zone","Growing"
7251,"Truck Driver","Finance","Brazil",2026,"91.28","83.87","26.27","114492.69","115562.35","0.93","23.68","93.10","14.63",3,"High","58.78","0.93","44.67","13.3543","High","High Risk","Growing"
7252,"Data Analyst","Energy","Singapore",2024,"33.42","27.20","5.27","36442.14","45966.25","26.13","2.59","10.31","63.25",4,"Medium","19.35","26.13","22.79","21.1382","Low","Safe Zone","Growing"
7253,"Financial Analyst","Technology","Singapore",2022,"44.28","39.39","1.51","48732.38","56884.97","16.73","15.57","68.24","15.32",3,"Medium","22.90","16.73","23.18","6.7837","Moderate","Transitional","Growing"
7254,"Mechanical Engineer","Retail","Canada",2025,"73.79","71.16","76.80","49977.71","59524.72","19.10","-21.12","79.33","62.15",2,"High","75.30","19.10","58.29","45.8605","High","High Risk","Growing"
7255,"Data Analyst","Education","Japan",2025,"27.95","25.52","97.30","64143.60","61618.24","-3.94","-2.31","39.42","12.79",5,"Low","62.63","3.94","41.55","3.5748","Low","Transitional","Declining"
7256,"Customer Support Rep","Energy","UK",2023,"74.57","78.12","31.66","149160.01","168590.40","13.03","14.94","60.15","55.16",3,"High","53.11","13.03","43.24","41.1328","High","High Risk","Growing"
7257,"Software Engineer","Education","Germany",2025,"5.00","5.54","91.07","44671.68","45413.49","1.66","19.31","35.68","92.09",2,"Low","48.04","1.66","29.82","4.6045","Low","Safe Zone","Growing"
7258,"Truck Driver","Manufacturing","Singapore",2024,"26.22","23.85","88.62","87721.74","100578.16","14.66","10.80","23.32","21.52",5,"Low","57.42","14.66","41.47","5.6425","Low","Safe Zone","Growing"
7259,"Mechanical Engineer","Manufacturing","Canada",2025,"79.90","71.51","53.92","65844.87","67773.42","2.93","-5.45","83.04","82.30",2,"High","66.91","2.93","49.02","65.7577","High","High Risk","Growing"
7260,"Financial Analyst","Manufacturing","USA",2021,"40.83","36.35","38.71","120138.33","120350.27","0.18","6.60","27.56","4.19",5,"Medium","39.77","0.18","28.00","1.7108","Moderate","Transitional","Growing"
7261,"Truck Driver","Energy","Brazil",2026,"91.06","90.44","71.66","109221.72","105797.65","-3.13","10.24","49.75","91.36",2,"High","81.36","3.13","58.86","83.1924","High","High Risk","Declining"
7262,"Customer Support Rep","Finance","Australia",2020,"65.99","54.68","19.45","58465.80","59752.83","2.20","3.12","90.90","17.62",2,"High","42.72","2.20","32.89","11.6274","Moderate","Transitional","Growing"
7263,"Accountant","Finance","Brazil",2022,"26.09","26.41","5.27","143434.10","140916.16","-1.76","-17.60","19.45","3.25",5,"Low","15.68","1.76","12.55","0.8479","Low","Transitional","Declining"
7264,"Teacher","Education","Australia",2026,"42.75","36.28","63.03","125337.76","126469.27","0.90","1.23","83.41","43.94",1,"Medium","52.89","0.90","36.28","18.7844","Moderate","Transitional","Growing"
7265,"Software Engineer","Healthcare","Australia",2020,"67.18","56.73","32.30","57609.00","63754.48","10.67","1.56","93.70","93.77",4,"High","49.74","10.67","39.76","62.9947","Moderate","Transitional","Growing"
7266,"Teacher","Transportation","Brazil",2023,"49.07","52.28","34.92","102859.05","113756.21","10.59","-3.49","37.65","87.94",1,"Medium","42.00","10.59","33.28","43.1522","Moderate","Transitional","Growing"
7267,"Teacher","Energy","Germany",2022,"20.04","20.62","52.07","61646.10","59834.94","-2.94","-3.94","51.86","47.81",4,"Low","36.06","2.94","24.52","9.5811","Low","Transitional","Declining"
7268,"Teacher","Energy","India",2026,"30.92","36.02","90.85","32271.41","30322.65","-6.04","7.13","63.77","86.69",3,"Medium","60.89","6.04","41.44","26.8045","Low","Transitional","Declining"
7269,"Marketing Specialist","Transportation","Germany",2021,"55.47","54.78","95.79","119591.83","111988.75","-6.36","-9.10","78.39","1.93",5,"Medium","75.63","6.36","52.83","1.0706","Moderate","Transitional","Declining"
7270,"Marketing Specialist","Education","India",2025,"14.48","16.56","4.29","111421.66","121974.34","9.47","-0.26","86.26","95.33",1,"Low","9.39","9.47","9.92","13.8038","Low","Transitional","Growing"
7271,"Customer Support Rep","Education","UK",2022,"31.69","30.71","57.40","139926.83","136076.25","-2.75","3.50","28.16","49.56",2,"Medium","44.55","2.75","30.72","15.7056","Low","Transitional","Declining"
7272,"Truck Driver","Transportation","UK",2021,"72.67","78.22","7.47","121369.23","109272.87","-9.97","22.27","61.40","76.77",1,"High","40.07","9.97","34.30","55.7888","High","High Risk","Declining"
7273,"Mechanical Engineer","Education","Singapore",2021,"28.35","33.34","13.78","138266.74","149605.27","8.20","17.30","17.46","91.90",4,"Low","21.07","8.20","17.93","26.0537","Low","Safe Zone","Growing"
7274,"HR Manager","Manufacturing","Singapore",2021,"30.67","33.69","88.48","59314.02","60520.02","2.03","12.53","69.31","91.45",5,"Medium","59.58","2.03","39.42","28.0477","Low","Safe Zone","Growing"
7275,"Marketing Specialist","Retail","Australia",2024,"46.87","45.76","63.32","96482.82","91875.79","-4.77","-13.43","94.40","32.70",3,"Medium","55.10","4.77","39.18","15.3265","Moderate","Transitional","Declining"
7276,"Software Engineer","Manufacturing","Brazil",2024,"54.82","52.82","9.85","41861.25","39097.82","-6.60","3.99","61.45","49.36",3,"Medium","32.34","6.60","26.86","27.0592","Moderate","Transitional","Declining"
7277,"Mechanical Engineer","Retail","Singapore",2022,"59.18","51.74","59.29","50942.70","46080.38","-9.54","16.00","65.30","88.27",4,"Medium","59.24","9.54","44.32","52.2382","Moderate","Transitional","Declining"
7278,"Mechanical Engineer","Manufacturing","India",2023,"44.18","38.74","88.61","73029.55","66438.71","-9.02","16.55","36.84","64.20",1,"Medium","66.40","9.02","46.96","28.3636","Moderate","Transitional","Declining"
7279,"Financial Analyst","Energy","Germany",2020,"20.94","24.02","38.76","32313.29","35563.84","10.06","-1.87","87.34","56.79",1,"Low","29.85","10.06","23.02","11.8918","Low","Transitional","Growing"
7280,"Accountant","Finance","USA",2025,"30.59","30.93","83.64","67924.54","73218.41","7.79","-17.49","89.84","58.21",2,"Medium","57.12","7.79","39.67","17.8064","Low","Transitional","Growing"
7281,"Truck Driver","Manufacturing","Singapore",2025,"39.53","33.04","9.50","144029.95","151792.08","5.39","11.54","54.67","67.25",4,"Medium","24.52","5.39","20.28","26.5839","Low","Safe Zone","Growing"
7282,"Customer Support Rep","Healthcare","Australia",2025,"33.91","35.55","81.08","37456.65","35079.38","-6.35","1.68","33.42","77.25",4,"Medium","57.50","6.35","39.79","26.1955","Low","Transitional","Declining"
7283,"Truck Driver","Manufacturing","UK",2021,"48.24","51.90","77.33","127996.64","131292.28","2.57","14.85","35.26","15.06",2,"Medium","62.79","2.57","43.27","7.2649","Moderate","Transitional","Growing"
7284,"HR Manager","Energy","Canada",2024,"45.26","38.08","91.07","83097.63","86311.94","3.87","11.89","87.15","88.40",2,"Medium","68.16","3.87","46.59","40.0098","Moderate","Transitional","Growing"
7285,"Marketing Specialist","Finance","Singapore",2025,"13.73","14.97","22.65","148715.63","145784.01","-1.97","9.06","47.50","61.23",4,"Low","18.19","1.97","12.88","8.4069","Low","Transitional","Declining"
7286,"Software Engineer","Finance","India",2020,"64.14","75.11","56.35","68006.94","62236.26","-8.49","-8.82","26.25","66.98",5,"High","60.25","8.49","45.11","42.9610","Moderate","Transitional","Declining"
7287,"Software Engineer","Retail","Brazil",2024,"36.95","40.99","9.41","77988.70","79666.93","2.15","-10.91","52.14","44.96",4,"Medium","23.18","2.15","18.25","16.6127","Low","Transitional","Growing"
7288,"Teacher","Technology","Japan",2021,"32.10","35.01","48.16","54269.25","66342.47","22.25","15.92","11.92","20.38",2,"Medium","40.13","22.25","33.96","6.5420","Low","Safe Zone","Growing"
7289,"Teacher","Retail","Canada",2026,"26.97","24.25","23.88","62596.94","66000.92","5.44","1.64","38.77","34.98",4,"Low","25.42","5.44","19.58","9.4341","Low","Safe Zone","Growing"
7290,"Financial Analyst","Manufacturing","Japan",2024,"28.63","33.99","53.55","103265.53","94425.07","-8.56","17.12","97.19","15.23",3,"Low","41.09","8.56","30.08","4.3603","Low","Transitional","Declining"
7291,"Marketing Specialist","Education","Canada",2020,"42.05","36.08","79.04","42878.12","38838.57","-9.42","6.28","50.74","28.03",4,"Medium","60.55","9.42","43.36","11.7866","Moderate","Transitional","Declining"
7292,"Teacher","Technology","USA",2024,"73.23","60.14","64.99","113430.15","105535.25","-6.96","-10.26","58.38","36.71",2,"High","69.11","6.96","50.88","26.8827","High","High Risk","Declining"
7293,"Truck Driver","Finance","Singapore",2022,"76.82","61.72","1.77","115926.81","119154.09","2.78","8.86","20.54","93.50",3,"High","39.29","2.78","32.09","71.8267","High","High Risk","Growing"
7294,"Financial Analyst","Finance","USA",2022,"46.53","51.04","20.10","95855.48","111421.80","16.24","3.36","64.29","9.43",3,"Medium","33.32","16.24","29.51","4.3878","Moderate","Transitional","Growing"
7295,"Truck Driver","Manufacturing","Canada",2023,"63.00","64.02","71.57","68628.96","70933.05","3.36","14.88","13.54","70.68",4,"High","67.29","3.36","47.68","44.5284","Moderate","Transitional","Growing"
7296,"Marketing Specialist","Retail","Canada",2023,"73.49","78.87","38.00","100877.86","104513.24","3.60","-6.70","55.09","2.62",2,"High","55.75","3.60","41.88","1.9254","High","High Risk","Growing"
7297,"Customer Support Rep","Energy","Brazil",2020,"47.53","41.66","39.07","59019.89","62040.83","5.12","13.65","76.61","36.09",3,"Medium","43.30","5.12","32.27","17.1536","Moderate","Transitional","Growing"
7298,"Accountant","Technology","Australia",2023,"10.24","9.09","75.53","102340.42","84218.20","-17.71","8.11","16.82","78.49",4,"Low","42.89","17.71","32.07","8.0374","Low","Transitional","Declining"
7299,"Mechanical Engineer","Finance","Brazil",2021,"12.71","10.47","29.49","98752.04","122593.23","24.14","-1.37","84.08","68.96",4,"Low","21.10","24.14","21.17","8.7648","Low","Transitional","Growing"
7300,"Financial Analyst","Retail","Japan",2023,"66.54","67.14","43.40","104247.40","105458.19","1.16","14.16","64.50","33.80",1,"High","54.97","1.16","39.98","22.4905","Moderate","Transitional","Growing"
7301,"Marketing Specialist","Manufacturing","Japan",2022,"51.73","54.37","75.34","98661.20","102187.86","3.57","-8.20","36.81","8.73",2,"Medium","63.54","3.57","44.36","4.5160","Moderate","Transitional","Growing"
7302,"HR Manager","Education","USA",2024,"67.78","56.02","63.17","148619.35","147668.93","-0.64","4.06","78.47","9.69",4,"High","65.48","0.64","46.26","6.5679","Moderate","Transitional","Declining"
7303,"Financial Analyst","Education","Germany",2024,"68.29","54.64","88.99","38018.78","43737.70","15.04","7.14","16.74","13.51",1,"High","78.64","15.04","58.53","9.2260","Moderate","Transitional","Growing"
7304,"Teacher","Healthcare","Australia",2020,"35.85","36.39","86.82","95121.65","106981.90","12.47","16.45","88.98","77.68",2,"Medium","61.33","12.47","44.13","27.8483","Low","Safe Zone","Growing"
7305,"Customer Support Rep","Technology","Brazil",2026,"93.39","75.46","20.78","141653.49","132124.16","-6.73","13.45","97.68","86.99",5,"High","57.09","6.73","45.61","81.2400","High","High Risk","Declining"
7306,"Marketing Specialist","Transportation","Canada",2023,"14.53","16.33","78.45","56538.37","56773.07","0.42","5.15","70.83","81.38",5,"Low","46.49","0.42","29.47","11.8245","Low","Safe Zone","Growing"
7307,"Accountant","Retail","Germany",2022,"16.96","18.50","20.48","38622.50","44811.04","16.02","8.33","59.21","93.16",2,"Low","18.72","16.02","17.73","15.7999","Low","Safe Zone","Growing"
7308,"Mechanical Engineer","Retail","Brazil",2023,"58.70","49.72","93.45","48346.56","45466.24","-5.96","9.38","99.87","33.22",5,"Medium","76.08","5.96","53.30","19.5001","Moderate","Transitional","Declining"
7309,"Mechanical Engineer","Healthcare","India",2021,"44.72","44.12","10.19","89281.80","92529.71","3.64","0.78","96.25","80.81",1,"Medium","27.46","3.64","22.04","36.1382","Moderate","Transitional","Growing"
7310,"Mechanical Engineer","Transportation","USA",2026,"40.17","32.18","3.66","89404.22","98093.51","9.72","10.46","63.96","97.83",2,"Medium","21.92","9.72","20.08","39.2983","Moderate","Transitional","Growing"
7311,"Financial Analyst","Energy","India",2020,"44.56","46.35","23.01","70759.26","77165.48","9.05","21.31","43.27","11.20",5,"Medium","33.79","9.05","27.44","4.9907","Moderate","Transitional","Growing"
7312,"Financial Analyst","Technology","Germany",2022,"33.98","27.79","58.08","68761.86","76946.20","11.90","-14.05","62.32","58.83",3,"Medium","46.03","11.90","34.59","19.9904","Low","Transitional","Growing"
7313,"Teacher","Retail","Singapore",2023,"44.41","44.20","82.12","86106.53","88601.65","2.90","5.21","26.29","72.64",1,"Medium","63.27","2.90","43.27","32.2594","Moderate","Transitional","Growing"
7314,"HR Manager","Technology","Germany",2023,"43.12","48.82","40.40","66358.73","68807.43","3.69","2.10","74.65","7.69",4,"Medium","41.76","3.69","30.48","3.3159","Moderate","Transitional","Growing"
7315,"HR Manager","Energy","Canada",2023,"59.94","48.80","18.16","101135.72","113509.60","12.23","3.69","64.71","96.50",4,"Medium","39.05","12.23","33.09","57.8421","Moderate","Transitional","Growing"
7316,"Marketing Specialist","Finance","India",2023,"69.86","65.40","83.42","134392.24","100946.12","-24.89","13.20","92.79","40.52",1,"High","76.64","24.89","60.44","28.3073","Moderate","Transitional","Declining"
7317,"Accountant","Healthcare","India",2026,"51.72","55.69","1.90","100911.75","126399.27","25.26","9.83","16.82","5.56",3,"Medium","26.81","25.26","28.84","2.8756","Moderate","Transitional","Growing"
7318,"Software Engineer","Manufacturing","Singapore",2025,"12.43","14.26","35.65","82083.91","94570.32","15.21","-2.79","33.35","6.84",3,"Low","24.04","15.21","20.23","0.8502","Low","Transitional","Growing"
7319,"Mechanical Engineer","Transportation","Brazil",2025,"36.47","39.80","91.50","36098.59","37027.58","2.57","10.12","43.22","37.75",1,"Medium","63.99","2.57","42.81","13.7674","Low","Safe Zone","Growing"
7320,"Marketing Specialist","Technology","USA",2026,"54.79","45.80","14.50","131666.91","140256.67","6.52","-3.57","30.32","8.81",3,"Medium","34.64","6.52","28.22","4.8270","Moderate","Transitional","Growing"
7321,"Data Analyst","Education","Brazil",2024,"63.00","73.12","60.53","85444.06","66984.40","-21.60","17.41","78.15","75.46",2,"High","61.77","21.60","49.84","47.5398","Moderate","Transitional","Declining"
7322,"Customer Support Rep","Manufacturing","Australia",2021,"82.33","83.08","80.13","48686.23","49042.62","0.73","2.68","19.49","55.07",5,"High","81.23","0.73","57.19","45.3391","High","High Risk","Growing"
7323,"Teacher","Transportation","USA",2020,"60.48","58.23","4.39","136455.77","175776.83","28.82","10.20","65.77","89.59",2,"High","32.43","28.82","34.16","54.1840","Moderate","Transitional","Growing"
7324,"Financial Analyst","Education","Australia",2025,"68.67","76.44","67.57","104206.05","94989.92","-8.84","33.28","86.55","84.98",1,"High","68.12","8.84","50.39","58.3558","Moderate","Transitional","Declining"
7325,"Software Engineer","Healthcare","Australia",2026,"12.36","10.75","79.53","124275.89","131300.26","5.65","0.45","53.20","47.00",4,"Low","45.95","5.65","30.50","5.8092","Low","Safe Zone","Growing"
7326,"Customer Support Rep","Technology","India",2020,"94.00","94.72","13.70","63618.70","65506.22","2.97","3.92","33.76","43.04",1,"High","53.85","2.97","42.60","40.4576","High","High Risk","Growing"
7327,"Accountant","Retail","Australia",2026,"62.47","56.83","70.16","54902.11","62513.76","13.86","-2.91","85.61","34.69",4,"High","66.32","13.86","50.19","21.6708","Moderate","Transitional","Growing"
7328,"Data Analyst","Finance","Australia",2024,"25.00","27.73","60.70","73410.23","77696.34","5.84","9.01","31.15","2.44",1,"Low","42.85","5.84","29.96","0.6100","Low","Safe Zone","Growing"
7329,"Teacher","Finance","Canada",2024,"29.19","31.23","91.53","133567.72","138792.88","3.91","2.15","82.97","73.44",5,"Low","60.36","3.91","40.31","21.4371","Low","Safe Zone","Growing"
7330,"Marketing Specialist","Finance","Germany",2023,"58.18","65.32","86.17","128293.38","132998.72","3.67","-1.24","85.72","18.57",3,"Medium","72.18","3.67","50.22","10.8040","Moderate","Transitional","Growing"
7331,"Software Engineer","Education","Australia",2020,"14.97","16.68","34.39","77964.12","68130.23","-12.61","-0.40","94.49","80.59",5,"Low","24.68","12.61","20.09","12.0643","Low","Transitional","Declining"
7332,"Data Analyst","Manufacturing","Singapore",2024,"17.54","14.77","37.26","79837.01","80847.46","1.27","6.27","82.52","73.31",4,"Low","27.40","1.27","18.58","12.8586","Low","Safe Zone","Growing"
7333,"Data Analyst","Transportation","Japan",2020,"44.42","52.59","71.17","105629.41","98481.72","-6.77","12.70","97.04","1.92",4,"Medium","57.80","6.77","41.15","0.8529","Moderate","Transitional","Declining"
7334,"Software Engineer","Technology","Canada",2024,"45.39","37.71","85.33","146116.81","161744.59","10.70","2.26","40.21","15.94",2,"Medium","65.36","10.70","46.97","7.2352","Moderate","Transitional","Growing"
7335,"Marketing Specialist","Manufacturing","UK",2026,"29.37","27.04","63.07","125537.76","116504.65","-7.20","-4.84","35.18","22.00",5,"Low","46.22","7.20","32.83","6.4614","Low","Transitional","Declining"
7336,"Mechanical Engineer","Technology","Japan",2025,"42.62","48.69","10.03","133443.60","161888.63","21.32","4.60","83.38","30.43",1,"Medium","26.33","21.32","26.45","12.9693","Moderate","Transitional","Growing"
7337,"Marketing Specialist","Transportation","India",2021,"76.80","64.01","52.77","60576.40","53233.49","-12.12","-16.82","92.31","44.16",5,"High","64.79","12.12","50.19","33.9149","High","High Risk","Declining"
7338,"Customer Support Rep","Manufacturing","UK",2020,"73.86","87.20","49.45","78997.19","77850.24","-1.45","11.21","72.67","24.96",2,"High","61.66","1.45","44.81","18.4355","High","High Risk","Declining"
7339,"HR Manager","Education","UK",2021,"70.61","82.84","26.79","42591.89","44840.48","5.28","-6.89","34.50","63.86",1,"High","48.70","5.28","37.87","45.0915","High","High Risk","Growing"
7340,"Marketing Specialist","Retail","USA",2025,"34.51","40.27","45.26","89714.63","84414.67","-5.91","2.90","54.43","77.44",1,"Medium","39.89","5.91","29.15","26.7245","Low","Transitional","Declining"
7341,"Customer Support Rep","Energy","India",2023,"91.71","76.18","79.74","62047.37","58912.97","-5.05","15.32","20.30","61.20",4,"High","85.73","5.05","62.12","56.1265","High","High Risk","Declining"
7342,"Mechanical Engineer","Education","Singapore",2021,"72.57","63.33","2.18","136061.01","148821.70","9.38","11.01","15.39","89.05",4,"High","37.38","9.38","32.50","64.6236","High","High Risk","Growing"
7343,"HR Manager","Technology","Singapore",2023,"39.34","45.60","6.49","136176.93","144362.94","6.01","24.20","15.56","68.84",1,"Medium","22.92","6.01","19.49","27.0817","Low","Safe Zone","Growing"
7344,"Data Analyst","Healthcare","Singapore",2026,"41.84","45.63","71.67","83248.12","73229.90","-12.03","10.29","87.51","9.82",2,"Medium","56.76","12.03","41.85","4.1087","Moderate","Transitional","Declining"
7345,"Software Engineer","Manufacturing","USA",2023,"69.31","72.39","2.29","135828.40","151400.97","11.46","15.72","34.75","33.68",5,"High","35.80","11.46","31.85","23.3436","Moderate","Transitional","Growing"
7346,"Mechanical Engineer","Finance","Singapore",2022,"74.01","78.00","1.70","69288.84","61819.79","-10.78","8.02","18.85","5.94",4,"High","37.86","10.78","33.35","4.3962","High","High Risk","Declining"
7347,"Data Analyst","Healthcare","India",2020,"44.14","40.97","37.37","37204.84","40420.52","8.64","12.71","84.65","65.17",5,"Medium","40.75","8.64","31.46","28.7660","Moderate","Transitional","Growing"
7348,"Teacher","Technology","India",2024,"64.13","66.11","49.16","61177.50","60553.09","-1.02","2.81","71.53","92.68",1,"High","56.64","1.02","40.71","59.4357","Moderate","Transitional","Declining"
7349,"Data Analyst","Healthcare","Germany",2026,"17.93","19.15","47.82","105305.81","108325.52","2.87","2.94","13.65","56.96",5,"Low","32.88","2.87","22.38","10.2129","Low","Safe Zone","Growing"
7350,"Marketing Specialist","Manufacturing","Germany",2020,"75.00","79.57","48.44","76319.01","73521.31","-3.67","28.21","73.49","61.78",2,"High","61.72","3.67","45.63","46.3350","High","High Risk","Declining"
7351,"Mechanical Engineer","Education","Brazil",2026,"49.72","58.80","83.57","103062.95","121100.19","17.50","8.02","82.35","29.52",4,"Medium","66.65","17.50","50.21","14.6773","Moderate","Transitional","Growing"
7352,"Marketing Specialist","Healthcare","USA",2023,"56.69","48.41","43.05","142612.38","129708.52","-9.05","0.45","23.15","39.37",2,"Medium","49.87","9.05","38.31","22.3189","Moderate","Transitional","Declining"
7353,"Customer Support Rep","Finance","Canada",2026,"40.76","39.57","71.89","136579.17","140208.06","2.66","1.14","19.31","37.94",3,"Medium","56.33","2.66","38.67","15.4643","Moderate","Transitional","Growing"
7354,"Marketing Specialist","Transportation","Brazil",2025,"79.76","66.00","2.29","70037.84","73575.95","5.05","-8.58","31.04","5.38",5,"High","41.03","5.05","34.11","4.2911","High","High Risk","Growing"
7355,"Marketing Specialist","Finance","USA",2024,"13.67","13.99","56.19","114776.86","114771.75","0.00","-6.06","64.09","22.24",4,"Low","34.93","0.00","22.33","3.0402","Low","Transitional","Declining"
7356,"Data Analyst","Transportation","Brazil",2020,"38.31","41.51","99.08","101570.72","103351.16","1.75","6.90","94.62","72.31",3,"Medium","68.70","1.75","45.57","27.7020","Low","Safe Zone","Growing"
7357,"Mechanical Engineer","Technology","Australia",2021,"24.92","22.90","78.47","92498.73","99686.16","7.77","-7.33","91.59","35.77",1,"Low","51.70","7.77","35.84","8.9139","Low","Transitional","Growing"
7358,"Data Analyst","Healthcare","USA",2026,"41.74","43.10","12.70","40829.40","39969.06","-2.11","13.24","35.89","94.22",2,"Medium","27.22","2.11","21.14","39.3274","Moderate","Transitional","Declining"
7359,"Teacher","Technology","Brazil",2020,"71.80","80.98","33.42","106649.11","111641.85","4.68","20.39","64.18","75.67",4,"High","52.61","4.68","40.15","54.3311","High","High Risk","Growing"
7360,"HR Manager","Finance","Brazil",2026,"63.68","57.05","39.07","123742.13","128167.28","3.58","2.95","85.50","89.55",1,"High","51.38","3.58","38.27","57.0254","Moderate","Transitional","Growing"
7361,"HR Manager","Retail","Singapore",2026,"30.81","25.94","10.06","96708.90","86243.94","-10.82","-3.90","30.02","56.21",1,"Medium","20.44","10.82","18.59","17.3183","Low","Transitional","Declining"
7362,"Financial Analyst","Finance","Japan",2020,"48.37","46.86","13.84","141455.38","127122.81","-10.13","3.06","13.34","15.26",3,"Medium","31.10","10.13","26.54","7.3813","Moderate","Transitional","Declining"
7363,"Software Engineer","Manufacturing","Canada",2023,"20.80","21.88","97.09","62648.12","53630.29","-14.39","-1.33","54.20","89.67",5,"Low","58.95","14.39","41.76","18.6514","Low","Transitional","Declining"
7364,"Mechanical Engineer","Retail","Canada",2024,"10.77","10.71","75.76","102135.65","132613.18","29.84","3.52","65.73","68.21",3,"Low","43.27","29.84","35.99","7.3462","Low","Safe Zone","Growing"
7365,"Software Engineer","Transportation","USA",2024,"24.93","25.11","27.36","148078.81","142483.10","-3.78","1.62","34.19","92.01",3,"Low","26.15","3.78","19.31","22.9381","Low","Transitional","Declining"
7366,"Financial Analyst","Technology","Singapore",2026,"56.12","55.13","92.54","138017.66","156072.82","13.08","-15.23","91.48","31.94",2,"Medium","74.33","13.08","54.13","17.9247","Moderate","Transitional","Growing"
7367,"Truck Driver","Retail","Australia",2023,"53.53","59.80","69.86","35838.05","38209.98","6.62","-10.36","60.81","39.63",4,"Medium","61.70","6.62","44.36","21.2139","Moderate","Transitional","Growing"
7368,"Marketing Specialist","Manufacturing","Brazil",2026,"12.20","10.70","61.50","83564.73","76348.31","-8.64","3.15","41.24","52.64",3,"Low","36.85","8.64","25.92","6.4221","Low","Transitional","Declining"
7369,"Marketing Specialist","Technology","Japan",2022,"15.44","12.76","49.16","97350.26","89187.33","-8.39","-6.66","81.72","86.92",2,"Low","32.30","8.39","23.44","13.4204","Low","Transitional","Declining"
7370,"Marketing Specialist","Retail","India",2022,"32.77","30.87","83.03","146860.14","162357.65","10.55","-1.56","53.17","26.37",2,"Medium","57.90","10.55","41.18","8.6414","Low","Transitional","Growing"
7371,"Marketing Specialist","Technology","Canada",2024,"57.72","56.86","26.82","42867.56","43808.31","2.19","-0.71","24.63","64.63",3,"Medium","42.27","2.19","31.79","37.3044","Moderate","Transitional","Growing"
7372,"Truck Driver","Energy","Singapore",2021,"88.53","80.04","34.79","125415.60","117914.15","-5.98","20.41","86.37","92.06",3,"High","61.66","5.98","47.64","81.5007","High","High Risk","Declining"
7373,"Customer Support Rep","Retail","Japan",2023,"56.69","46.24","50.94","118761.90","115819.50","-2.48","3.27","35.67","1.16",4,"Medium","53.82","2.48","38.70","0.6576","Moderate","Transitional","Declining"
7374,"Marketing Specialist","Finance","Australia",2021,"60.08","51.58","72.36","58145.76","58234.23","0.15","7.35","13.72","77.27",1,"High","66.22","0.15","45.79","46.4238","Moderate","Transitional","Growing"
7375,"Data Analyst","Transportation","Canada",2023,"28.71","29.94","95.12","92072.37","86398.56","-6.16","14.51","74.31","9.93",2,"Low","61.92","6.16","41.87","2.8509","Low","Transitional","Declining"
7376,"Financial Analyst","Transportation","India",2023,"72.53","63.82","30.19","144985.43","138120.84","-4.73","-1.65","62.22","98.07",3,"High","51.36","4.73","39.49","71.1302","High","High Risk","Declining"
7377,"Teacher","Education","USA",2021,"58.40","49.39","74.81","81145.86","101344.52","24.89","18.89","67.74","73.18",4,"Medium","66.61","24.89","53.27","42.7371","Moderate","Transitional","Growing"
7378,"Accountant","Energy","Singapore",2020,"15.48","13.20","30.05","87354.52","78400.63","-10.25","-1.77","93.25","3.26",1,"Low","22.77","10.25","18.28","0.5046","Low","Transitional","Declining"
7379,"Teacher","Transportation","UK",2026,"75.71","88.04","68.38","33904.15","37998.88","12.08","7.56","38.77","43.56",5,"High","72.04","12.08","54.42","32.9793","High","High Risk","Growing"
7380,"Teacher","Transportation","USA",2026,"29.86","24.34","7.27","32573.01","40123.92","23.18","10.33","37.69","82.61",2,"Low","18.56","23.18","21.08","24.6673","Low","Safe Zone","Growing"
7381,"HR Manager","Healthcare","Canada",2026,"72.16","61.76","5.19","68325.67","68765.26","0.64","23.46","53.93","15.24",4,"High","38.68","0.64","30.61","10.9972","High","High Risk","Growing"
7382,"Financial Analyst","Transportation","Japan",2025,"34.60","40.95","34.06","100971.89","119992.66","18.84","-8.71","43.51","17.90",1,"Medium","34.33","18.84","29.71","6.1934","Low","Transitional","Growing"
7383,"Data Analyst","Transportation","Australia",2023,"51.52","44.10","66.80","144808.14","124276.06","-14.18","3.61","85.78","50.55",2,"Medium","59.16","14.18","44.90","26.0434","Moderate","Transitional","Declining"
